Address,Baths Full,Baths Half,Beds Total,Sq Ft Total,Postal City,County,DOM,Expiration Date,# of Fireplaces,Garage Spaces,HOA Amenities,HOA Exist YN,HOA Fee,HOA Fee Covers,HOA Name Text,HOA Phone,List Price,Listing Date,Acres,Lot Size,Sale Date,Room Count,MLS Number,Original List Date,Original List Price,Parcel Number,Property Type,Longitude,Latitude,Close Date,Sale Price,State,Status,Status Change Timestamp,View,Year Built,Zip Code,Unit Number,Buyer's Financing
77 Grand View Avenue,2,0,2,1100,San Francisco,San Francisco,72,07/08/2026 12:00:00 AM,1,0,,TRUE,1091,", Water",77 Grand View Ave Condominium Owner's As,(415) 433-5111,1000000,04/08/2026 12:00:00 AM,,0,06/19/2026 12:00:00 AM,0,SF426119320,04/08/2026 12:00:00 AM,1200000,2748-035,Residential,-122.440239,37.756822,07/22/2026 12:00:00 AM,980000,California,Sold,07/22/2026 12:00:00 AM,"City, Downtown",1977,94114,301,All Cash No Loans
784 Andover Street,2,0,2,1045,San Francisco,San Francisco,18,08/31/2026 12:00:00 AM,1,1,None,TRUE,200,"Insurance - Homeowners , Insurance - Structure, Common Area Gas, Maintenance - Common Area",,,899000,06/18/2026 12:00:00 AM,0.047,2029,07/06/2026 12:00:00 AM,0,SF426140731,06/18/2026 12:00:00 AM,899000,5825-034,Residential,-122.41715,37.733273,07/24/2026 12:00:00 AM,967000,California,Sold,07/24/2026 12:00:00 AM,,2016,94110,,Conventional Loan
1160 Mission Street,2,0,2,1201,San Francisco,San Francisco,22,05/05/2027 12:00:00 AM,0,0,"Club House, Gym/ Exercise Facility, Barbecue Area, Sauna/ Spa/ Hot Tub",TRUE,1339,"Maintenance - Exterior, Landscaping/Gardening, Management Fee, Organized Activities, Roof, Security Service, , Water, Insurance - Structure, Common Area Gas, Maintenance - Common Area, Door Person",SOMA Grand Residences Homeowners Assoc,(415) 863-4894,899000,06/18/2026 12:00:00 AM,1,43557,07/10/2026 12:00:00 AM,0,SF426138055,06/18/2026 12:00:00 AM,899000,NC05-844,Residential,-122.412221,37.778375,07/30/2026 12:00:00 AM,963500,California,Sold,07/30/2026 12:00:00 AM,,2008,94103,1708,Conventional Loan
4132 3rd Street,2,0,2,1314,San Francisco,San Francisco,8,11/30/2026 12:00:00 AM,0,1,,TRUE,500,"Sewer, , Water, Insurance - Structure",4132 Third Street HOA,,820000,07/07/2026 12:00:00 AM,0.125,5425,07/15/2026 12:00:00 AM,0,SF426142232,07/07/2026 12:00:00 AM,820000,5260-045,Residential,-122.389134,37.73987,07/20/2026 12:00:00 AM,963000,California,Sold,07/20/2026 12:00:00 AM,"Hills, Other",2015,94124,5,All Cash No Loans
355 Buena Vista Avenue,1,0,1,830,San Francisco,San Francisco,32,09/01/2026 12:00:00 AM,0,0,,TRUE,976,,Park Hill HOA,,870000,06/04/2026 12:00:00 AM,2.086,90869,07/06/2026 12:00:00 AM,0,SF426136626,06/04/2026 12:00:00 AM,870000,2607-164,Residential,-122.440044,37.767578,07/06/2026 12:00:00 AM,962000,California,Sold,07/06/2026 12:00:00 AM,"Bay, City, San Francisco, Downtown",1986,94117,406W,Not Reported
1335 Filbert Street,1,0,2,990,San Francisco,San Francisco,20,10/31/2026 12:00:00 AM,0,0,"Garden/ Greenbelt/ Trails, Other, Barbecue Area",TRUE,810,"Management Fee, , Water, Insurance - Structure, Common Area Gas, Maintenance - Common Area",,,998000,05/28/2026 12:00:00 AM,0.18,7832,06/17/2026 12:00:00 AM,0,SF426129428,05/28/2026 12:00:00 AM,998000,0525-064,Residential,-122.421559,37.799603,07/08/2026 12:00:00 AM,950000,California,Sold,07/08/2026 12:00:00 AM,"Bay, Golden Gate Bridge, City, Other, San Francisco",1924,94109,303,Conventional Loan
323 Lincoln Way ,1,0,2,1538,San Francisco,San Francisco,43,,1,2,Other,TRUE,500,Other,NONE,(000) 000-0000,950000,04/22/2026 12:00:00 AM,0.06,2374,06/04/2026 12:00:00 AM,0,EB41131870,,1150000,1746-022,Residential,-122.461541,37.766004,07/17/2026 12:00:00 AM,950000,California,Sold,07/17/2026 12:00:00 AM,Greenbelt,1931,94122,,Other
1820 Vallejo Street,1,0,1,758,San Francisco,San Francisco,46,12/31/2026 12:00:00 AM,1,1,,TRUE,550,Management Fee,,,949000,05/22/2026 12:00:00 AM,,0,07/07/2026 12:00:00 AM,0,SF426133329,05/22/2026 12:00:00 AM,949000,553036,Residential,-122.427717,37.796423,07/24/2026 12:00:00 AM,949000,California,Sold,07/24/2026 12:00:00 AM,,1965,94123,202,Loan -  Adjustable Rate Mortgage
785 Golden Gate Avenue,2,0,2,975,San Francisco,San Francisco,14,09/30/2026 12:00:00 AM,1,1,None,TRUE,896,"Maintenance - Exterior, Landscaping/Gardening, Roof, Security Service, Sewer, , Water, Insurance, Insurance - Structure, Common Area Gas, Maintenance - Common Area",En Ville Condominium Homeowner's Associa,(415) 401-2091,899000,06/11/2026 12:00:00 AM,0.158,6900,06/25/2026 12:00:00 AM,0,SF426138212,06/11/2026 12:00:00 AM,899000,0768-031,Residential,-122.423494,37.780395,07/17/2026 12:00:00 AM,939000,California,Sold,07/17/2026 12:00:00 AM,City,1985,94102,401,Conventional Loan
2875 21st Street,1,1,1,1090,San Francisco,San Francisco,14,06/30/2027 12:00:00 AM,1,0,Roof Deck,TRUE,551,"Maintenance - Exterior, Landscaping/Gardening, Management Fee, Sewer, , Water, Insurance - Structure, Common Area Gas, Maintenance - Common Area",2875 21st St HOA,,949000,06/26/2026 12:00:00 AM,0.215,9364,07/10/2026 12:00:00 AM,0,SF426136044,06/26/2026 12:00:00 AM,949000,4147-065,Residential,-122.411875,37.757387,07/17/2026 12:00:00 AM,925000,California,Sold,07/17/2026 12:00:00 AM,"Hills, San Francisco, Garden/Greenbelt",1999,94110,16,Not Reported
360 Guerrero Street,1,0,2,922,San Francisco,San Francisco,11,10/31/2026 12:00:00 AM,,1,,TRUE,922,"Garbage, Insurance - Common Area, Maintenance - Common Area, Management Fee, Water",Dolores Plaza Condominium Association,,875000,06/05/2026 12:00:00 AM,,,06/16/2026 12:00:00 AM,0,ML82049905,06/05/2026 12:25:59 AM,875000,3556-176,Residential,-122.424712,37.765476,07/02/2026 12:00:00 AM,925000,California,Sold,07/05/2026 12:00:00 AM,,1983,94103,305,All Cash No Loans
3620 Cesar Chavez Street,2,0,2,1038,San Francisco,San Francisco,62,04/08/2027 12:00:00 AM,0,0,"Barbecue Area, Roof Deck",TRUE,768,", Common Area Gas, Maintenance - Common Area",,,850000,04/10/2026 12:00:00 AM,0.149,6493,06/11/2026 12:00:00 AM,0,SF426120174,04/10/2026 12:00:00 AM,1080000,6568-051,Residential,-122.421903,37.748343,07/06/2026 12:00:00 AM,925000,California,Sold,07/06/2026 12:00:00 AM,"City, San Francisco",2020,94110,303,Conventional Loan
286 Parnassus Avenue ,1,0,1,665,San Francisco,San Francisco,22,,1,0,Other,TRUE,284,"Maintenance - Exterior, Reserves, Maintenance - Common Area",NONE,(415) 513-2222,888000,06/08/2026 12:00:00 AM,0.057,2499,06/30/2026 12:00:00 AM,0,CC41137581,,888000,1274-058,Residential,-122.453997,37.764562,07/14/2026 12:00:00 AM,914000,California,Sold,07/14/2026 12:00:00 AM,"Golden Gate Bridge, Downtown",1916,94117,,Conventional Loan
88 King Street,1,0,1,934,San Francisco,San Francisco,28,06/30/2027 12:00:00 AM,0,0,"Club House, Garden/ Greenbelt/ Trails, Gym/ Exercise Facility, Barbecue Area, Pool, Recreation Room, Sauna/ Spa/ Hot Tub",TRUE,1442,"Maintenance - Exterior, Insurance - Homeowners , Landscaping/Gardening, Management Fee, Other, Pools, Spa, or Tennis, Security Service, Sewer, , Water, Recreation Facility, Insurance - Structure, Common Area Gas, Maintenance - Common Area, Door Person",OES Association,,929000,06/19/2026 12:00:00 AM,1.886,82157,07/17/2026 12:00:00 AM,0,SF426139078,06/19/2026 12:00:00 AM,929000,3793-077,Residential,-122.389247,37.780588,07/22/2026 12:00:00 AM,900000,California,Sold,07/22/2026 12:00:00 AM,"Marina, San Francisco, Garden/Greenbelt",2000,94107,422,Not Reported
445 Arguello Boulevard,1,0,2,688,San Francisco,San Francisco,15,08/29/2026 12:00:00 AM,0,1,,TRUE,636,"Maintenance - Exterior, Landscaping/Gardening, Management Fee, Roof, Sewer, , Water, Insurance - Structure, Common Area Gas, Maintenance - Common Area",,,799000,06/11/2026 12:00:00 AM,0.14,6088,06/26/2026 12:00:00 AM,0,SF426137131,06/11/2026 12:00:00 AM,799000,1433-055,Residential,-122.459307,37.782324,07/10/2026 12:00:00 AM,900000,California,Sold,07/10/2026 12:00:00 AM,,1998,94118,8,All Cash No Loans
471 23rd Avenue,1,0,2,722,San Francisco,San Francisco,34,03/01/2027 12:00:00 AM,1,1,,TRUE,442,", Water, Insurance - Structure, Common Area Gas, Maintenance - Common Area",471 23rd ave,(415) 717-0279,928000,04/01/2026 12:00:00 AM,0.069,3020,05/05/2026 12:00:00 AM,0,SF426115328,04/01/2026 12:00:00 AM,899000,0391-521,Residential,-122.482802,37.778814,07/17/2026 12:00:00 AM,900000,California,Sold,07/17/2026 12:00:00 AM,,1964,94121,1,Conventional Loan
401 Harrison Street,1,0,1,707,San Francisco,San Francisco,7,07/31/2026 12:00:00 AM,0,0,,TRUE,1625,,Action Life Property Mgmt,,888000,06/11/2026 12:00:00 AM,1.286,56023,06/18/2026 12:00:00 AM,0,SF426121583,06/11/2026 12:00:00 AM,888000,3765-462,Residential,-122.392225,37.78651,07/20/2026 12:00:00 AM,888888,California,Sold,07/20/2026 12:00:00 AM,,2014,94105,10E,Conventional Loan
1001 Pine Street,1,0,2,815,San Francisco,San Francisco,55,04/07/2027 12:00:00 AM,0,1,"Roof Deck, Security Gate(s)",TRUE,808,"Maintenance - Exterior, Landscaping/Gardening, Management Fee, Roof, Security Service, Sewer, , Insurance - Structure, Door Person",Pine Terrace,,895000,05/16/2026 12:00:00 AM,0.434,18906,07/10/2026 12:00:00 AM,0,SF426131012,05/16/2026 12:00:00 AM,895000,0275-A042,Residential,-122.412568,37.790348,07/15/2026 12:00:00 AM,885000,California,Sold,07/15/2026 12:00:00 AM,"City Lights, Downtown",1963,94109,502,VA Loan
601 4th Street,1,0,1,1091,San Francisco,San Francisco,8,12/31/2026 12:00:00 AM,0,1,Roof Deck,TRUE,805,,,,760000,06/18/2026 12:00:00 AM,0.968,42148,06/26/2026 12:00:00 AM,0,SF426139646,06/18/2026 12:00:00 AM,760000,3787-103,Residential,-122.395992,37.778366,07/20/2026 12:00:00 AM,880000,California,Sold,07/20/2026 12:00:00 AM,,1916,94107,225,Not Reported
16 Jessie Street,1,0,1,944,San Francisco,San Francisco,68,07/20/2026 12:00:00 AM,0,0,"Barbecue Area, Roof Deck",TRUE,944,"Maintenance - Exterior, Management Fee, Other, Security Service, , Water, Common Area Gas, Maintenance - Common Area",One Ecker Owners Association,,879000,04/29/2026 12:00:00 AM,0.372,16205,07/06/2026 12:00:00 AM,0,SF426123175,04/29/2026 12:00:00 AM,879000,3708-156,Residential,-122.398947,37.789924,07/15/2026 12:00:00 AM,880000,California,Sold,07/15/2026 12:00:00 AM,,1906,94105,309,Conventional Loan
601 Van Ness Avenue,2,0,3,1175,San Francisco,San Francisco,9,10/31/2026 12:00:00 AM,,0,"Basketball Court - Indoor Half, Elevator(s), Gym/ Exercise Facility",TRUE,1550,"Common Area Electricity, Garbage, Insurance - Earthquake, Management Fee, Water/Sewer",Opera Plaza,,865000,06/30/2026 12:00:00 AM,,,07/09/2026 12:00:00 AM,0,ML82052548,06/30/2026 12:00:00 AM,865000,0762-069,Residential,-122.421406,37.781386,07/24/2026 12:00:00 AM,875000,California,Sold,07/24/2026 12:00:00 AM,,1982,94102,69,Conventional Loan
360 Guerrero Street,1,0,2,960,San Francisco,San Francisco,24,10/28/2026 12:00:00 AM,0,1,"Club House, Garden/ Greenbelt/ Trails, Gym/ Exercise Facility, Other, Sauna",TRUE,938,"Maintenance - Exterior, Landscaping/Gardening, Management Fee, Sewer, , Water, Insurance - Structure, Common Area Gas, Maintenance - Common Area, Insurance - Earthquake",Dolores Plaza Condominium Association,,789000,06/14/2026 12:00:00 AM,1.04,45288,07/08/2026 12:00:00 AM,0,SF426139462,06/14/2026 12:00:00 AM,789000,3556-184,Residential,-122.424436,37.765463,07/30/2026 12:00:00 AM,875000,California,Sold,07/30/2026 12:00:00 AM,"City Lights, Downtown",1983,94103,312,Other
1370 Natoma ,2,0,3,1009,San Francisco,San Francisco,27,08/14/2026 12:00:00 AM,,0,,TRUE,350,Other,1370 Natoma managed by Homworks,,850000,05/08/2026 12:00:00 AM,,3497,06/04/2026 12:00:00 AM,0,ML82046433,05/08/2026 12:33:53 PM,999998,3548-071,Residential,-122.418628,37.767265,07/04/2026 12:00:00 AM,865000,California,Sold,07/06/2026 12:00:00 AM,,1906,94103,,Conventional Loan
2101 Bryant Street,1,0,1,817,San Francisco,San Francisco,20,08/05/2026 12:00:00 AM,0,1,Barbecue Area,TRUE,807,"Maintenance - Exterior, Landscaping/Gardening, Sewer, , Water, Insurance - Structure",Union HOA,,698000,06/05/2026 12:00:00 AM,1.081,47098,06/25/2026 12:00:00 AM,0,SF426135052,06/05/2026 12:00:00 AM,698000,4080-120,Residential,-122.409767,37.760214,07/29/2026 12:00:00 AM,855000,California,Sold,07/29/2026 12:00:00 AM,,1919,94110,101,Conventional Loan
1800 Bryant Street,2,0,1,976,San Francisco,San Francisco,14,10/28/2026 12:00:00 AM,0,1,,TRUE,637,,,,850000,05/28/2026 12:00:00 AM,0.344,14972,06/11/2026 12:00:00 AM,0,SF426134537,05/28/2026 12:00:00 AM,850000,3970-041,Residential,-122.410859,37.764099,07/06/2026 12:00:00 AM,850000,California,Sold,07/06/2026 12:00:00 AM,,2000,94110,216,Conventional Loan
2090 Great Highway ,1,0,1,0,San Francisco,San Francisco,11,12/31/2026 12:00:00 AM,0,1,Roof Deck,TRUE,865,"Landscaping/Gardening, Management Fee, Roof, Sewer, , Water, Insurance - Structure, Common Area Gas, Maintenance - Common Area, Insurance - Earthquake",2090 Great Hwy Association,,725000,06/19/2026 12:00:00 AM,0.189,8226,06/30/2026 12:00:00 AM,0,SF426137727,06/19/2026 12:00:00 AM,725000,2168-024,Residential,-122.507601,37.747414,07/10/2026 12:00:00 AM,835000,California,Sold,07/10/2026 12:00:00 AM,"Hills, City, Mountains, Ocean, Panoramic, City Lights",1963,94116,103,All Cash No Loans
855 La Playa Street,2,0,2,1201,San Francisco,San Francisco,144,10/31/2026 12:00:00 AM,1,2,"Garden/ Greenbelt/ Trails, Gym/ Exercise Facility, Barbecue Area",TRUE,1274,"Maintenance - Exterior, Landscaping/Gardening, Management Fee, , Water, Insurance, Common Area Gas, Maintenance - Common Area",Ocean Beach HOA,,875000,01/30/2026 12:00:00 AM,,0,06/23/2026 12:00:00 AM,0,SF425091474,01/30/2026 12:00:00 AM,899000,1692-101,Residential,-122.510391,37.772189,07/14/2026 12:00:00 AM,835000,California,Sold,07/14/2026 12:00:00 AM,"Ocean, Park, Garden/Greenbelt",1982,94121,457,All Cash No Loans
655 5th Street,2,0,1,995,San Francisco,San Francisco,0,09/30/2026 12:00:00 AM,1,2,,TRUE,717,"Maintenance - Exterior, Management Fee, Sewer, , Water, Insurance - Structure, Common Area Gas, Maintenance - Common Area",655 5th Street Owners Association,,825000,06/27/2026 12:00:00 AM,0.253,11007,06/27/2026 12:00:00 AM,0,SF426136749,06/27/2026 12:00:00 AM,825000,3786-096,Residential,-122.397699,37.776072,07/27/2026 12:00:00 AM,815000,California,Sold,07/27/2026 12:00:00 AM,,1999,94107,14,Conventional Loan
700 Illinois Street,2,0,1,723,San Francisco,San Francisco,25,09/30/2026 12:00:00 AM,0,0,,TRUE,1114,,,,800000,06/04/2026 12:00:00 AM,0.209,9081,06/29/2026 12:00:00 AM,0,SF426125777,06/04/2026 12:00:00 AM,800000,4045-010,Residential,-122.387966,37.762956,07/03/2026 12:00:00 AM,810000,California,Sold,07/03/2026 12:00:00 AM,,2002,94107,3,Conventional Loan
101 Lombard Street,1,0,1,969,San Francisco,San Francisco,8,11/30/2026 12:00:00 AM,0,0,"Club House, Pool, Car Wash Area",TRUE,1388,"Maintenance - Exterior, Cable/Dish, Insurance - Homeowners , Landscaping/Gardening, Management Fee, Pools, Spa, or Tennis, Sewer, , Water, Common Area Gas, Maintenance - Common Area, Door Person",101 Lombard Street Condominium Associati,,749000,06/26/2026 12:00:00 AM,2.604,113438,07/04/2026 12:00:00 AM,0,SF426138059,06/26/2026 12:00:00 AM,749000,0080-059,Residential,-122.404087,37.803828,07/24/2026 12:00:00 AM,800000,California,Sold,07/24/2026 12:00:00 AM,Garden/Greenbelt,1983,94111,214W,All Cash No Loans
199 New Montgomery Street,1,0,1,794,San Francisco,San Francisco,33,08/31/2026 12:00:00 AM,0,0,,TRUE,886,"Landscaping/Gardening, Security Service, , Water, Common Area Gas, Maintenance - Common Area, Door Person",199 New Montgomery Owners Association,,789000,06/05/2026 12:00:00 AM,0.295,12848,07/08/2026 12:00:00 AM,0,SF426134825,06/05/2026 12:00:00 AM,789000,3722-228,Residential,-122.398683,37.786602,07/14/2026 12:00:00 AM,800000,California,Sold,07/14/2026 12:00:00 AM,"City, City Lights, Downtown",2004,94105,1405,Not Reported
750 Van Ness Avenue,2,0,2,1091,San Francisco,San Francisco,21,05/21/2027 12:00:00 AM,0,1,"Garden/ Greenbelt/ Trails, Barbecue Area, Roof Deck",TRUE,1092,"Maintenance - Exterior, Landscaping/Gardening, Management Fee, Roof, Insurance - Structure, Common Area Gas, Maintenance - Common Area",Symphony Towers Owners Association,,829000,05/28/2026 12:00:00 AM,0.358,15582,06/18/2026 12:00:00 AM,0,SF426133392,05/28/2026 12:00:00 AM,829000,0742-076,Residential,-122.420329,37.782439,07/09/2026 12:00:00 AM,800000,California,Sold,07/09/2026 12:00:00 AM,,2008,94102,805,All Cash No Loans
200 Townsend Street,2,0,1,840,San Francisco,San Francisco,137,08/04/2026 12:00:00 AM,1,0,,TRUE,870,,,,799000,03/03/2026 12:00:00 AM,0.362,15768,07/18/2026 12:00:00 AM,0,SF426102574,03/03/2026 12:00:00 AM,825000,3787-195,Residential,-122.393108,37.778783,07/21/2026 12:00:00 AM,790000,California,Sold,07/21/2026 12:00:00 AM,,2003,94107,28,Conventional Loan
425 1st Street,1,0,1,605,San Francisco,San Francisco,25,12/31/2026 12:00:00 AM,0,0,"Club House, Gym/ Exercise Facility, Barbecue Area, Pool, Recreation Room, Sauna/ Spa/ Hot Tub",TRUE,1497,"Maintenance - Exterior, Landscaping/Gardening, Management Fee, Pools, Spa, or Tennis, Roof, Security Service, Sewer, , Water, Recreation Facility, Maintenance - Road, Common Area Gas, Maintenance - Common Area",Rincon Hill Tower Association,,815000,06/11/2026 12:00:00 AM,1.286,56024,07/06/2026 12:00:00 AM,0,SF426128443,06/11/2026 12:00:00 AM,815000,3765-308,Residential,-122.392037,37.786026,07/16/2026 12:00:00 AM,788000,California,Sold,07/16/2026 12:00:00 AM,"City, Other, San Francisco, Twin Peaks, City Lights",2008,94105,4304,Conventional Loan
1800 Bryant Street,2,0,1,0,San Francisco,San Francisco,84,07/03/2026 12:00:00 AM,0,1,,TRUE,621,,,,775000,03/27/2026 12:00:00 AM,0.344,14972,06/19/2026 12:00:00 AM,0,SF426116052,03/27/2026 12:00:00 AM,775000,3970-014,Residential,-122.410859,37.764099,07/16/2026 12:00:00 AM,787000,California,Sold,07/16/2026 12:00:00 AM,,2000,94110,105,Other
619 Shotwell Street,1,0,2,690,San Francisco,San Francisco,13,08/31/2026 12:00:00 AM,0,0,Security Gate(s),TRUE,360,"Maintenance - Exterior, , Water, Insurance - Structure, Common Area Gas, Maintenance - Common Area",619 Shotwell HOA,(415) 205-0928,695000,05/29/2026 12:00:00 AM,0.084,3675,06/11/2026 12:00:00 AM,0,SF426132863,05/29/2026 12:00:00 AM,695000,3611-107,Residential,-122.415513,37.758466,07/06/2026 12:00:00 AM,777000,California,Sold,07/06/2026 12:00:00 AM,,1963,94110,3,Conventional Loan
165 Russ Street,1,0,1,867,San Francisco,San Francisco,10,09/05/2026 12:00:00 AM,1,0,,TRUE,275,"Management Fee, Sewer, , Water",159-165 Russ HOA,,749000,07/07/2026 12:00:00 AM,0.069,3000,07/17/2026 12:00:00 AM,0,SF426143684,07/07/2026 12:00:00 AM,749000,3731-153,Residential,-122.40711,37.778277,07/30/2026 12:00:00 AM,774000,California,Sold,07/30/2026 12:00:00 AM,"Hills, Other, San Francisco, Downtown",1996,94103,,Conventional Loan
1650 Jackson Street,1,0,1,845,San Francisco,San Francisco,26,11/08/2026 12:00:00 AM,1,1,,TRUE,1274,"Maintenance - Exterior, Gas, Landscaping/Gardening, Management Fee, Roof, Security Service, Sewer, , Water, Insurance - Structure, Common Area Gas, Maintenance - Common Area",1650 Jackson St Owners Association,(415) 921-5733,748000,06/05/2026 12:00:00 AM,0.336,14631,07/01/2026 12:00:00 AM,0,SF426135725,06/05/2026 12:00:00 AM,748000,0595-076,Residential,-122.422243,37.794195,07/21/2026 12:00:00 AM,760000,California,Sold,07/21/2026 12:00:00 AM,"City, Other, San Francisco, Twin Peaks, City Lights",1991,94109,807,Conventional Loan
1000 Franklin Street,2,0,2,1054,San Francisco,San Francisco,24,10/31/2026 12:00:00 AM,0,0,,TRUE,793,,Mediterranean condominium,(415) 690-4242,779000,07/03/2026 12:00:00 AM,0.303,13200,07/27/2026 12:00:00 AM,0,SF426141511,07/03/2026 12:00:00 AM,779000,0719-055,Residential,-122.422399,37.783912,07/31/2026 12:00:00 AM,750000,California,Sold,07/31/2026 12:00:00 AM,,1980,94109,205,All Cash No Loans
725 Florida Street,1,1,1,698,San Francisco,San Francisco,21,11/10/2026 12:00:00 AM,0,1,,TRUE,734,"Maintenance - Exterior, Landscaping/Gardening, Sewer, , Insurance - Structure, Common Area Gas, Maintenance - Common Area",725 Florida St. Lofts,,680000,06/05/2026 12:00:00 AM,0.218,9498,06/26/2026 12:00:00 AM,0,SF426135265,06/05/2026 12:00:00 AM,680000,4081-069,Residential,-122.410788,37.759959,07/01/2026 12:00:00 AM,750000,California,Sold,07/01/2026 12:00:00 AM,City,2000,94110,15,Conventional Loan
1360 9th Avenue,1,1,2,861,San Francisco,San Francisco,34,12/26/2026 12:00:00 AM,0,0,,TRUE,790,,Nice Sunset Condominium Association,,749000,05/28/2026 12:00:00 AM,0.138,6000,07/01/2026 12:00:00 AM,0,SF426134042,05/28/2026 12:00:00 AM,749000,1763-057,Residential,-122.46599,37.762925,07/10/2026 12:00:00 AM,750000,California,Sold,07/10/2026 12:00:00 AM,,1983,94122,13,All Cash No Loans
1578 Indiana Street,2,0,2,1141,San Francisco,San Francisco,0,12/31/2026 12:00:00 AM,1,1,Security Gate(s),TRUE,967,"Maintenance - Exterior, Management Fee, Roof, Sewer, , Water, Insurance, Common Area Gas, Maintenance - Common Area, Insurance - Earthquake",,,899000,07/06/2026 12:00:00 AM,0.114,4981,07/06/2026 12:00:00 AM,0,SF426128930,07/06/2026 12:00:00 AM,899000,4318-042,Residential,-122.390849,37.750472,07/06/2026 12:00:00 AM,750000,California,Sold,07/06/2026 12:00:00 AM,,2003,94107,1,Conventional Loan
461 2nd Street,1,0,1,647,San Francisco,San Francisco,76,12/31/2026 12:00:00 AM,0,0,Roof Deck,TRUE,851,"Landscaping/Gardening, Management Fee, Roof, Security Service, Sewer, , Water, Insurance - Structure, Common Area Gas, Maintenance - Common Area",Clocktower Owners Association,(800) 400-2284,749000,05/08/2026 12:00:00 AM,1.289,56167,07/23/2026 12:00:00 AM,0,SF426129328,05/08/2026 12:00:00 AM,775000,3764-078,Residential,-122.3939,37.783594,07/29/2026 12:00:00 AM,735000,California,Sold,07/29/2026 12:00:00 AM,,1907,94105,109C,All Cash No Loans
988 Fulton Street,1,0,1,0,San Francisco,San Francisco,14,09/30/2026 12:00:00 AM,0,0,Barbecue Area,TRUE,647,,Alamo Square HOA,(661) 295-4900,798000,06/18/2026 12:00:00 AM,0.947,41262,07/02/2026 12:00:00 AM,0,SF426136654,06/18/2026 12:00:00 AM,798000,0779-165,Residential,-122.432351,37.777801,07/09/2026 12:00:00 AM,730000,California,Sold,07/09/2026 12:00:00 AM,,1999,94117,242,All Cash No Loans
400 Spear Street,1,0,1,955,San Francisco,San Francisco,4,10/31/2026 12:00:00 AM,0,0,,TRUE,593,"Maintenance - Exterior, Insurance - Homeowners , Landscaping/Gardening, Management Fee,",Harbor Lofts Owners Association,,699999,07/11/2026 12:00:00 AM,0.684,29797,07/15/2026 12:00:00 AM,0,SF426136847,07/11/2026 12:00:00 AM,699999,3768-116,Residential,-122.389249,37.788409,07/24/2026 12:00:00 AM,725000,California,Sold,07/24/2026 12:00:00 AM,,1996,94105,203,All Cash No Loans
300 3rd Street,1,0,1,859,San Francisco,San Francisco,56,08/01/2026 12:00:00 AM,0,0,Garden/ Greenbelt/ Trails,TRUE,909,"Landscaping/Gardening, Management Fee, Sewer, , Water, Insurance, Common Area Gas, Maintenance - Common Area, Door Person",Museum Parc,,725000,05/14/2026 12:00:00 AM,1.124,48941,07/09/2026 12:00:00 AM,0,SF426128141,05/14/2026 12:00:00 AM,725000,3751-194,Residential,-122.39903,37.783208,07/24/2026 12:00:00 AM,725000,California,Sold,07/24/2026 12:00:00 AM,"City, City Lights, Garden/Greenbelt",1990,94107,321,Terms - 1031 Exchange
1 Hawthorne Street,1,0,1,846,San Francisco,San Francisco,1,12/31/2026 12:00:00 AM,0,0,"Gym/ Exercise Facility, Barbecue Area, Roof Deck",TRUE,1063,"Gas, Sewer, , Water, Common Area Gas, Maintenance - Common Area, Door Person",One Hawthorne,,729000,07/18/2026 12:00:00 AM,0.285,12409,07/19/2026 12:00:00 AM,0,SF426123766,07/18/2026 12:00:00 AM,729000,3735-A073,Residential,-122.398897,37.785743,07/20/2026 12:00:00 AM,720000,California,Sold,07/20/2026 12:00:00 AM,"City, City Lights, Downtown",2010,94105,10D,All Cash No Loans
1252 Pacific Avenue,1,0,2,835,San Francisco,San Francisco,20,06/30/2027 12:00:00 AM,0,0,Garden/ Greenbelt/ Trails,TRUE,128,Other,,,688000,06/19/2026 12:00:00 AM,0.036,1585,07/09/2026 12:00:00 AM,0,SF426138554,06/19/2026 12:00:00 AM,688000,0156-075,Residential,-122.415874,37.795925,07/17/2026 12:00:00 AM,700000,California,Sold,07/17/2026 12:00:00 AM,,1911,94109,,Not Reported
110 Channel Street,1,0,0,508,San Francisco,San Francisco,25,09/08/2026 12:00:00 AM,0,0,"Club House, Gym/ Exercise Facility, Barbecue Area, Pool, Recreation Room, Sauna, Sauna/ Spa/ Hot Tub",TRUE,825,,Action Life,,650000,05/24/2026 12:00:00 AM,1.143,49773,06/18/2026 12:00:00 AM,0,SF426125754,05/24/2026 12:00:00 AM,650000,8715-244,Residential,-122.391156,37.774848,07/01/2026 12:00:00 AM,700000,California,Sold,07/01/2026 12:00:00 AM,"City, Park, San Francisco, City Lights, Garden/Greenbelt",2017,94158,312,Conventional Loan
960 Market Street,1,0,1,665,San Francisco,San Francisco,70,04/08/2027 12:00:00 AM,0,0,"Club House, Gym/ Exercise Facility, Barbecue Area, Recreation Room, Roof Deck, Dog Park",TRUE,857,"Maintenance - Exterior, Gas, Management Fee, Security Service, Sewer, , Water, Insurance - Structure, Common Area Gas, Maintenance - Common Area, Door Person",950-975 Market Owners Association,,689000,04/09/2026 12:00:00 AM,,0,06/18/2026 12:00:00 AM,0,SF426120062,04/09/2026 12:00:00 AM,689000,AB03-42D,Residential,-122.410004,37.783111,07/22/2026 12:00:00 AM,692800,California,Sold,07/22/2026 12:00:00 AM,"City, City Lights",0,94102,505,Conventional Loan
