Address,Baths Full,Baths Half,Beds Total,Sq Ft Total,Postal City,County,DOM,Expiration Date,# of Fireplaces,,HOA Amenities,HOA Exist YN,HOA Fee,Garage Spaces,HOA Phone,No Of Floors,List Price,Listing Date,Acres,Lot Size,Room Count,MLS Number,Original List Date,Original List Price,Parcel Number,Property Type,Longitude,Latitude,State,Status,Status Change Timestamp,Style,View,Year Built,Zip Code,Unit Number,Owner Name,Buyer's Financing,Property Tax,No Of Stories
3535 Wawona Street,2,0,2,960,San Francisco,San Francisco,155,09/30/2026 12:00:00 AM,0,,"Club House, Barbecue Area, Recreation Room, Security Gate(s)",TRUE,731,0,(415) 432-8904,,999000,03/17/2026 12:00:00 AM,0.775,33763,0,SF426111775,03/17/2026 12:00:00 AM,1150000,2515-020,Residential,-122.504578,37.736024,California,Active,03/17/2026 12:00:00 AM,Luxury,Water,2020,94116,311,,,,0
1 Bristol Court,2,1,2,1402,San Francisco,San Francisco,0,08/10/2027 12:00:00 AM,,,,TRUE,1848,0,,,998000,08/19/2026 12:00:00 AM,,,0,ML82058227,08/19/2026 12:41:30 PM,998000,8954-169,Residential,-122.366009,37.811135,California,Active,08/19/2026 12:41:30 PM,"Contemporary, Modern/High Tech","Bay, Bridge(s), City Lights, Park, Water",2022,94130,515,Owner,,,1
847 Arguello Boulevard,2,0,2,938,San Francisco,San Francisco,6,12/31/2026 12:00:00 AM,0,,,TRUE,684,0,(415) 861-9980,,998000,08/13/2026 12:00:00 AM,0.092,3987,0,SF426154087,08/13/2026 12:00:00 AM,998000,1644-041,Residential,-122.458781,37.774972,California,Active,08/13/2026 12:00:00 AM,,,1983,94118,1,,,,0
2238 Market Street,1,0,1,801,San Francisco,San Francisco,,12/18/2026 12:00:00 AM,0,,"Barbecue Area, Roof Deck, Security Gate(s)",TRUE,770,0,,,998000,09/25/2026 12:00:00 AM,0.522,22752,0,SF426152158,09/25/2026 12:00:00 AM,998000,3560-098,Residential,-122.432303,37.765384,California,Active,09/25/2026 12:00:00 AM,Custom,Garden/Greenbelt,2022,94114,107,,,,0
42 Megan Drive,2,0,4,1834,San Francisco,San Francisco,,01/28/2027 12:00:00 AM,1,,None,TRUE,232,1,,,998000,07/28/2026 12:00:00 AM,0.072,3119,0,ML82055813,07/28/2026 9:07:01 PM,998000,5054A-119,Residential,-122.398173,37.713931,California,Active,07/28/2026 9:07:01 PM,,"City Lights, Mountains",2008,94134,,,,,2
38 Bryant Street,2,0,2,1120,San Francisco,San Francisco,,11/30/2026 12:00:00 AM,0,,"Gym/ Exercise Facility, Sauna/ Spa/ Hot Tub",TRUE,1062,0,,,998000,11/29/2026 12:00:00 AM,0.735,32017,0,SF426146443,11/29/2026 12:00:00 AM,998000,3768-029,Residential,-122.388734,37.787183,California,Active,11/29/2026 12:00:00 AM,,,1994,94105,304,,,,0
753 Spruce Street,2,0,4,0,San Francisco,San Francisco,53,05/08/2027 12:00:00 AM,0,,,TRUE,325,1,,,998000,06/27/2026 12:00:00 AM,0.059,2575,0,SF426142949,06/27/2026 12:00:00 AM,998000,1087-038,Residential,-122.453265,37.780943,California,Active,06/27/2026 12:00:00 AM,Flat/Low Pitch,,1908,94118,,,,,0
451 Kansas Street,2,0,2,970,San Francisco,San Francisco,,12/31/2026 12:00:00 AM,0,,,TRUE,812,0,,,995000,08/21/2026 12:00:00 AM,1.844,80311,0,SF426153268,08/21/2026 12:00:00 AM,995000,3978-085,Residential,-122.403233,37.764082,California,Active,08/21/2026 12:00:00 AM,,,2007,94107,456,,,,0
582 Douglass Street,1,0,1,1033,San Francisco,San Francisco,,12/24/2026 12:00:00 AM,0,,,TRUE,350,1,(415) 506-1412,,995000,08/21/2026 12:00:00 AM,0.063,2749,0,SF426155134,08/21/2026 12:00:00 AM,995000,2766-040,Residential,-122.438988,37.754455,California,Active,08/21/2026 12:00:00 AM,"Mediterranean, Flat/Low Pitch",,1927,94114,,,,,0
181 Ofarrell Street,1,1,1,1334,San Francisco,San Francisco,1,12/15/2026 12:00:00 AM,0,,,TRUE,,0,,,995000,08/19/2026 12:00:00 AM,0.434,18882,0,SF426151750,08/19/2026 12:00:00 AM,995000,0327-032,Residential,-122.407564,37.786274,California,Active,08/19/2026 12:00:00 AM,"Luxury, Modern/High Tech",,2006,94105,305,,,,0
603 Carolina Street,2,0,2,1050,San Francisco,San Francisco,7,12/02/2026 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility, Pool, Sauna, Sauna/ Spa/ Hot Tub, Tennis Court(s)",TRUE,1081,0,,,995000,08/12/2026 12:00:00 AM,,0,0,SF426151409,08/12/2026 12:00:00 AM,995000,4070-058,Residential,-122.399993,37.760982,California,Active,08/12/2026 12:00:00 AM,,"Bay, Bridge(s), City, Bay Bridge, San Francisco, City Lights, Downtown",1978,94107,,,,,0
50 Lansing Street,1,1,1,947,San Francisco,San Francisco,36,07/02/2027 12:00:00 AM,0,,"Gym/ Exercise Facility, Barbecue Area",TRUE,1037,0,,,995000,07/14/2026 12:00:00 AM,0.461,20082,0,SF426146788,07/14/2026 12:00:00 AM,1055000,3749-196,Residential,-122.394326,37.786146,California,Active,07/14/2026 12:00:00 AM,Luxury,,2006,94105,110,,,,0
1388 Gough Street,2,0,2,1296,San Francisco,San Francisco,35,12/14/2026 12:00:00 AM,0,,"Gym/ Exercise Facility, Other",TRUE,1914,0,,,995000,07/15/2026 12:00:00 AM,0.575,25061,0,SF426146706,07/15/2026 12:00:00 AM,995000,0696-040,Residential,-122.424516,37.785943,California,Active,07/15/2026 12:00:00 AM,Contemporary,Garden/Greenbelt,1993,94109,407,,,,0
1702 Washington Street,2,0,2,875,San Francisco,San Francisco,,12/16/2026 12:00:00 AM,0,,,TRUE,951,1,,,995000,09/15/2026 12:00:00 AM,0.145,6300,0,SF426140903,09/15/2026 12:00:00 AM,995000,0598-020,Residential,-122.421536,37.793405,California,Active,09/15/2026 12:00:00 AM,Luxury,,2001,94109,104,,,,0
1702 Washington Street,1,1,2,981,San Francisco,San Francisco,,11/18/2026 12:00:00 AM,0,,,TRUE,963,0,,,995000,09/15/2026 12:00:00 AM,0.145,6300,0,SF426137218,09/15/2026 12:00:00 AM,995000,0598-032,Residential,-122.421536,37.793405,California,Active,09/15/2026 12:00:00 AM,Luxury,,2001,94109,402,,,,0
2177 3rd Street,1,0,1,691,San Francisco,San Francisco,,09/15/2026 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility, Recreation Room, Roof Deck",TRUE,1071,0,,,989000,08/21/2026 12:00:00 AM,0.679,29581,0,SF426147422,08/21/2026 12:00:00 AM,989000,4045-238,Residential,-122.388416,37.762299,California,Active,08/21/2026 12:00:00 AM,Luxury,,2020,94107,608,,,,0
229 Brannan Street,1,1,1,1047,San Francisco,San Francisco,51,10/31/2026 12:00:00 AM,0,,"Gym/ Exercise Facility, Pool, Sauna/ Spa/ Hot Tub",TRUE,1777,1,(415) 348-0092,,979000,06/29/2026 12:00:00 AM,1.905,82966,0,SF426139764,06/29/2026 12:00:00 AM,979000,3789-651,Residential,-122.390297,37.78244,California,Active,06/29/2026 12:00:00 AM,Luxury,,2001,94107,2C,,,,18
241 10th Street,2,0,2,972,San Francisco,San Francisco,19,10/29/2026 12:00:00 AM,0,,,TRUE,914,0,(415) 906-7737,,950900,07/31/2026 12:00:00 AM,0.205,8923,0,SF426151277,07/31/2026 12:00:00 AM,950000,3518-128,Residential,-122.413432,37.773693,California,Active,07/31/2026 12:00:00 AM,,"City, San Francisco",2017,94103,302,,,,0
111 Chestnut Street,2,0,2,1033,San Francisco,San Francisco,,10/29/2026 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility, Sauna",TRUE,1262,0,,,950000,08/20/2026 12:00:00 AM,1.152,50188,0,SF426150660,08/20/2026 12:00:00 AM,950000,0060-237,Residential,-122.405773,37.804326,California,Active,08/20/2026 12:00:00 AM,,Garden/Greenbelt,1993,94111,402,,,,0
2040 Franklin Street,1,0,1,952,San Francisco,San Francisco,12,12/03/2026 12:00:00 AM,0,,,TRUE,1518,0,(415) 775-3463,,950000,08/07/2026 12:00:00 AM,,0,0,SF426149032,08/07/2026 12:00:00 AM,950000,0599-076,Residential,-122.424507,37.793407,California,Active,08/07/2026 12:00:00 AM,,"Bay, San Francisco",1966,94109,1004,,,,0
1 Daniel Burnham Court,2,0,2,1149,San Francisco,San Francisco,28,12/31/2026 12:00:00 AM,0,,"Gym/ Exercise Facility, Pool, Sauna, Sauna/ Spa/ Hot Tub",TRUE,1903,0,,,950000,07/22/2026 12:00:00 AM,1.06,46157,0,SF426148590,07/22/2026 12:00:00 AM,950000,0690-196,Residential,-122.421906,37.786783,California,Active,07/22/2026 12:00:00 AM,,"City, City Lights, Downtown",1988,94109,912,,,,0
631 Folsom Street,2,0,2,906,San Francisco,San Francisco,41,10/31/2026 12:00:00 AM,0,,,TRUE,1297,1,,,950000,07/09/2026 12:00:00 AM,0.874,38089,0,SF426144380,07/09/2026 12:00:00 AM,950000,3750-679,Residential,-122.396951,37.784907,California,Active,07/09/2026 12:00:00 AM,"Contemporary, Luxury","City, Downtown",2009,94107,15E,,,,0
130 23rd Avenue,1,1,2,896,San Francisco,San Francisco,70,12/03/2026 12:00:00 AM,1,,,TRUE,600,0,,,950000,06/10/2026 12:00:00 AM,0.07,3055,0,SF426137397,06/10/2026 12:00:00 AM,950000,1382-062,Residential,-122.482701,37.785245,California,Active,06/10/2026 12:00:00 AM,,,1965,94121,1,,,,0
1884 Bush Street,2,0,2,934,San Francisco,San Francisco,,12/31/2026 12:00:00 AM,1,,,TRUE,385,0,,,950000,05/25/2026 12:00:00 AM,,,0,ML82048457,05/25/2026 9:46:25 AM,950000,0663-057,Residential,-122.428291,37.787808,California,Active,05/25/2026 9:46:25 AM,,,1900,94109,,Gopinath Dhatheshvar Challa,,,1
990 Duncan Street,2,0,2,1175,San Francisco,San Francisco,,12/08/2026 12:00:00 AM,0,,,TRUE,,0,,,949000,09/17/2026 12:00:00 AM,0.158,6897,0,SF426155104,09/17/2026 12:00:00 AM,949000,7517-192,Residential,-122.442648,37.745315,California,Active,09/17/2026 12:00:00 AM,,,1972,94131,204G,,,,0
988 Harrison Street,2,0,2,0,San Francisco,San Francisco,14,08/05/2027 12:00:00 AM,0,,"Barbecue Area, Roof Deck",TRUE,684,0,,,949000,08/05/2026 12:00:00 AM,,0,0,SF426152433,08/05/2026 12:00:00 AM,949000,3753-148A,Residential,-122.404119,37.777586,California,Active,08/05/2026 12:00:00 AM,"Contemporary, Modern/High Tech","City, Bay Bridge, San Francisco",2025,94107,HJ8,,,,0
340 6th Street,2,0,2,1718,San Francisco,San Francisco,,01/06/2027 12:00:00 AM,0,,,TRUE,751,0,,,949000,09/01/2026 12:00:00 AM,0.103,4500,0,SF426150447,09/01/2026 12:00:00 AM,949000,3754-074,Residential,-122.405181,37.777855,California,Active,09/01/2026 12:00:00 AM,,,1997,94103,301,,,,0
3535 Wawona St ,2,0,2,1011,San Francisco,San Francisco,16,,0,,Club House,TRUE,743,0,(415) 432-7941,,945000,08/03/2026 12:00:00 AM,0,34052,0,BE41143718,,945000,2515-024,Residential,-122.504653,37.735803,California,Active,08/10/2026 12:00:00 AM,Custom,,2020,94116,315,,,,1
1408 31st Avenue,2,0,2,976,San Francisco,San Francisco,26,10/15/2026 12:00:00 AM,0,,Roof Deck,TRUE,530,0,,,945000,07/24/2026 12:00:00 AM,0.247,10750,0,SF426149001,07/24/2026 12:00:00 AM,945000,1823-070,Residential,-122.489739,37.76091,California,Active,07/24/2026 12:00:00 AM,"Contemporary, Luxury","Golden Gate Bridge, Hills",2008,94122,307,,,,0
5150 Diamond Heights Boulevard,2,0,2,1175,San Francisco,San Francisco,,12/31/2026 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility, Pool, Sauna, Sauna/ Spa/ Hot Tub",TRUE,1051,0,,,925000,11/30/2026 12:00:00 AM,0.166,7215,0,SF426111247,11/30/2026 12:00:00 AM,925000,7517-064,Residential,-122.440544,37.746738,California,Active,11/30/2026 12:00:00 AM,,,1972,94131,208B,,,,0
403 Main Street,1,0,1,910,San Francisco,San Francisco,116,09/01/2026 12:00:00 AM,0,,"Gym/ Exercise Facility, Pool, Sauna/ Spa/ Hot Tub",TRUE,972,0,(415) 777-1696,,910000,04/25/2026 12:00:00 AM,0.667,29037,0,SF426125224,04/25/2026 12:00:00 AM,910000,3768-222,Residential,-122.389603,37.788077,California,Active,04/25/2026 12:00:00 AM,,"Bay, City, Bay Bridge, San Francisco, City Lights",1997,94105,506N,,,,0
555 4th Street,2,0,2,1150,San Francisco,San Francisco,0,12/31/2026 12:00:00 AM,0,,"Club House, Exercise Course, Gym/ Exercise Facility",TRUE,869,0,,,899000,08/19/2026 12:00:00 AM,1.452,63237,0,SF426155112,08/19/2026 12:00:00 AM,899000,3776-352,Residential,-122.396728,37.779448,California,Active,08/19/2026 12:00:00 AM,Luxury,"City, San Francisco, Twin Peaks, City Lights",0,94107,731,,,,0
574 26th Avenue,2,0,1,692,San Francisco,San Francisco,2,10/06/2026 12:00:00 AM,0,,,TRUE,302,0,,,899000,08/17/2026 12:00:00 AM,0.08,3462,0,SF426153067,08/17/2026 12:00:00 AM,899000,1519-059,Residential,-122.485455,37.778624,California,Active,08/17/2026 12:00:00 AM,Edwardian,,1923,94121,1,,,,0
855 Folsom Street,1,1,1,0,San Francisco,San Francisco,5,10/20/2026 12:00:00 AM,0,,,TRUE,1021,1,,,899000,08/14/2026 12:00:00 AM,1.278,55687,0,SF426153295,08/14/2026 12:00:00 AM,899000,3752-359,Residential,-122.40195,37.780896,California,Active,08/14/2026 12:00:00 AM,,,2001,94107,910,,,,0
1 Bristol Court,1,0,1,921,San Francisco,San Francisco,133,08/31/2026 12:00:00 AM,0,,"Park, Gym/ Exercise Facility, Barbecue Area, Recreation Room, Roof Deck, Dog Park, , Trail(s)",TRUE,1804,1,,,899000,04/08/2026 12:00:00 AM,,0,0,SF426119357,04/08/2026 12:00:00 AM,899000,8954-068,Residential,-122.365285,37.811408,California,Active,04/08/2026 12:00:00 AM,"Contemporary, Modern/High Tech","Park, Garden/Greenbelt",0,94130,111,,,,0
1388 Gough Street,2,0,2,1382,San Francisco,San Francisco,160,09/30/2026 12:00:00 AM,0,,,TRUE,2041,1,,,899000,03/12/2026 12:00:00 AM,0.575,25061,0,SF426110233,03/12/2026 12:00:00 AM,1000000,0696-049,Residential,-122.424516,37.785943,California,Active,03/12/2026 12:00:00 AM,"Luxury, Modern/High Tech","San Francisco, City Lights",1993,94109,601,,,,0
501 Beale Street,1,0,1,801,San Francisco,San Francisco,84,12/31/2026 12:00:00 AM,0,,"Gym/ Exercise Facility, Barbecue Area, Pool",TRUE,1399,0,(415) 284-2102,,899000,05/27/2026 12:00:00 AM,0.519,22594,0,SF426110616,05/27/2026 12:00:00 AM,899000,3771-042,Residential,-122.389116,37.786253,California,Active,05/27/2026 12:00:00 AM,Contemporary,"Bay, Bay Bridge, San Francisco, Water, City Lights",2006,94105,8C,,,,0
420 Mission Bay Boulevard,1,0,1,928,San Francisco,San Francisco,,02/28/2027 12:00:00 AM,0,,"Club House, Park, Gym/ Exercise Facility, Barbecue Area, Pool, Sauna, Sauna/ Spa/ Hot Tub, Workshop Area",TRUE,1261,0,,,899000,09/18/2026 12:00:00 AM,2.821,122891,0,SF426105057,09/18/2026 12:00:00 AM,899000,8720-136,Residential,-122.38825,37.77126,California,Active,09/18/2026 12:00:00 AM,Luxury,,2012,94158,120,,,,0
501 Arguello Boulevard ,2,0,2,1187,San Francisco,San Francisco,10,,1,,,TRUE,1048,1,(415) 877-7689,,898000,08/10/2026 12:00:00 AM,0.19,8250,0,EB41144480,,898000,1543-056,Residential,-122.458954,37.780237,California,Active,08/17/2026 12:00:00 AM,Contemporary,,1987,94118,301,,,,
1461 Broadway Street,2,0,2,950,San Francisco,San Francisco,132,09/29/2026 12:00:00 AM,1,,Roof Deck,TRUE,1187,0,,,896000,04/09/2026 12:00:00 AM,0.257,11174,0,SF426120053,04/09/2026 12:00:00 AM,995000,0573-033,Residential,-122.421286,37.795731,California,Active,04/09/2026 12:00:00 AM,,"Bay, Golden Gate Bridge, City, City Lights",1981,94109,405,,,,0
425 26th Avenue,1,1,2,1000,San Francisco,San Francisco,7,10/28/2026 12:00:00 AM,0,,,TRUE,300,1,,,895000,08/12/2026 12:00:00 AM,0.08,3494,0,SF426154127,08/12/2026 12:00:00 AM,895000,1458-074,Residential,-122.486223,37.781478,California,Active,08/12/2026 12:00:00 AM,,,1975,94121,1,,,,0
140 Van Ness Ave ,2,0,2,1160,San Francisco,San Francisco,21,,0,,Gym/ Exercise Facility,TRUE,890,2,(415) 921-5733,,895000,07/30/2026 12:00:00 AM,0.99,43147,0,EB41143395,,895000,3514-118,Residential,-122.418559,37.771627,California,Active,08/06/2026 12:00:00 AM,Contemporary,,2002,94103,529,,,,
325 Berry Street,1,0,1,882,San Francisco,San Francisco,,12/31/2026 12:00:00 AM,0,,"Gym/ Exercise Facility, Barbecue Area",TRUE,961,0,(415) 742-9788,,895000,08/28/2026 12:00:00 AM,0.956,41654,0,SF426150130,08/28/2026 12:00:00 AM,895000,8707-029,Residential,-122.395666,37.77337,California,Active,08/28/2026 12:00:00 AM,"Luxury, Modern/High Tech",,2007,94158,306,,,,0
425 1st Street,1,0,1,710,San Francisco,San Francisco,,12/24/2026 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility, Pool, Recreation Room, Dog Park, Sauna, Sauna/ Spa/ Hot Tub, Workshop Area, Dog Run",TRUE,1425,0,,,895000,09/01/2026 12:00:00 AM,1.286,56024,0,SF426124246,09/01/2026 12:00:00 AM,895000,3765-137,Residential,-122.392037,37.786026,California,Active,09/01/2026 12:00:00 AM,Luxury,"Bay, Hills, City, Mountains, San Francisco, Twin Peaks, City Lights, Downtown",2008,94105,2005,,,,0
220 Lombard Street,1,0,1,976,San Francisco,San Francisco,92,12/31/2026 12:00:00 AM,0,,"Gym/ Exercise Facility, Sauna",TRUE,1185,1,,,895000,05/19/2026 12:00:00 AM,1.152,50188,0,SF426130807,05/19/2026 12:00:00 AM,895000,0060-055,Residential,-122.4054,37.804244,California,Active,05/19/2026 12:00:00 AM,"Contemporary, Luxury, Flat/Low Pitch",,1992,94111,414,,,,0
1155 Pine Street,0,0,0,2627,San Francisco,San Francisco,419,06/30/2027 12:00:00 AM,0,,,TRUE,1441,0,,,895000,06/26/2025 12:00:00 AM,0.119,5169,0,SF425052788,06/26/2025 12:00:00 AM,995000,0276-099,Residential,-122.414877,37.79009,California,Active,06/26/2025 12:00:00 AM,Flat/Low Pitch,,1913,94109,17,,,,0
1620 Broadway ,1,0,1,785,San Francisco,San Francisco,2,12/31/2026 12:00:00 AM,,,,TRUE,579,0,,,888000,08/17/2026 12:00:00 AM,,0,0,ML82057657,08/17/2026 12:00:00 AM,888000,0570-009,Residential,-122.424184,37.79589,California,Active,08/13/2026 6:31:13 PM,Contemporary,Other,1900,94109,5,,,,
300 Berry Street,2,0,1,888,San Francisco,San Francisco,,12/02/2026 12:00:00 AM,0,,,TRUE,846,0,,,888000,08/21/2026 12:00:00 AM,0.961,41861,0,SF426143974,08/21/2026 12:00:00 AM,888000,8704-019,Residential,-122.396231,37.773892,California,Active,08/21/2026 12:00:00 AM,,,2009,94158,118,,,,0
2039 Hayes Street,1,0,1,691,San Francisco,San Francisco,,12/31/2026 12:00:00 AM,0,,,TRUE,285,0,,,885000,08/20/2026 12:00:00 AM,0.078,3411,0,SF426155204,08/20/2026 12:00:00 AM,885000,1211-051,Residential,-122.450064,37.773343,California,Active,08/20/2026 12:00:00 AM,"Edwardian, Flat/Low Pitch","Panoramic, City Lights, Garden/Greenbelt",1915,94117,1,,,,0
451 Kansas Street,1,0,1,791,San Francisco,San Francisco,2,12/31/2026 12:00:00 AM,0,,"Gym/ Exercise Facility, Roof Deck",TRUE,750,1,,,869000,08/17/2026 12:00:00 AM,1.844,80311,0,SF426154523,08/17/2026 12:00:00 AM,869000,3978-120,Residential,-122.403233,37.764082,California,Active,08/17/2026 12:00:00 AM,Contemporary,Garden/Greenbelt,2007,94107,509,,,,0
988 Harrison Street,2,0,2,0,San Francisco,San Francisco,7,08/12/2027 12:00:00 AM,0,,"Barbecue Area, Roof Deck",TRUE,589,0,,,869000,08/12/2026 12:00:00 AM,,0,0,SF426154468,08/12/2026 12:00:00 AM,869000,3753-148,Residential,-122.404119,37.777586,California,Active,08/12/2026 12:00:00 AM,"Contemporary, Modern/High Tech","City, Bay Bridge, San Francisco",2025,94107,HJ9,,,,0
1 Bristol Court,1,0,1,898,San Francisco,San Francisco,7,11/30/2026 12:00:00 AM,0,,"Park, Gym/ Exercise Facility, Barbecue Area, Recreation Room, Roof Deck, Dog Park, , Trail(s)",TRUE,901,0,,,860000,08/12/2026 12:00:00 AM,,0,0,SF426153491,08/12/2026 12:00:00 AM,860000,8954-142,Residential,-122.365043,37.811167,California,Active,08/12/2026 12:00:00 AM,"Contemporary, Modern/High Tech","Park, Garden/Greenbelt",0,94130,411,,,,1
1 Bristol Court,1,0,1,965,San Francisco,San Francisco,133,08/31/2026 12:00:00 AM,0,,"Park, Gym/ Exercise Facility, Barbecue Area, Recreation Room, Roof Deck, Dog Park, , Trail(s)",TRUE,1808,0,,,855000,04/08/2026 12:00:00 AM,,0,0,SF426119352,04/08/2026 12:00:00 AM,810000,8954-102,Residential,-122.365285,37.811408,California,Active,04/08/2026 12:00:00 AM,"Contemporary, Modern/High Tech","Park, Garden/Greenbelt",0,94130,223,,,,1
2040 Franklin Street,2,0,2,1177,San Francisco,San Francisco,0,12/31/2026 12:00:00 AM,0,,Roof Deck,TRUE,1616,1,,,850000,08/19/2026 12:00:00 AM,0.329,14332,0,SF426155551,08/19/2026 12:00:00 AM,850000,0599-036,Residential,-122.424507,37.793407,California,Active,08/19/2026 12:00:00 AM,Other,"Park, City Lights",1966,94109,509,,,,0
50 Jerrold Avenue,2,0,2,1238,San Francisco,San Francisco,,11/06/2026 12:00:00 AM,1,,,TRUE,729,0,,,849000,08/20/2026 12:00:00 AM,0.563,24525,0,SF426155098,08/20/2026 12:00:00 AM,849000,4591-C546,Residential,-122.369524,37.72776,California,Active,08/20/2026 12:00:00 AM,Contemporary,"Bay, Bridge(s), City, Bay Bridge, Ocean, Panoramic, San Francisco, Water, City Lights, Downtown",2016,94124,412,,,,0
28 Megan Drive,2,0,2,1333,San Francisco,San Francisco,14,10/31/2026 12:00:00 AM,,,,TRUE,325,1,(415) 221-6151,,849000,08/05/2026 12:00:00 AM,0.076,,0,ML82055819,08/05/2026 12:00:00 AM,849000,5054A-116,Residential,-122.39827,37.714099,California,Active,07/28/2026 11:46:48 PM,,,2008,94134,1,Philip Jung,,,
5900 3rd Street,2,0,2,1295,San Francisco,San Francisco,75,08/31/2026 12:00:00 AM,0,,,TRUE,690,0,,,849000,06/05/2026 12:00:00 AM,2.952,128582,0,SF426136520,06/05/2026 12:00:00 AM,849000,5431-B127,Residential,-122.395365,37.724749,California,Active,06/05/2026 12:00:00 AM,,,2010,94124,2409,,,,0
2081 Golden Gate Avenue,1,0,1,722,San Francisco,San Francisco,11,01/01/2027 12:00:00 AM,0,,,TRUE,408,0,,,810000,08/08/2026 12:00:00 AM,0.057,2499,0,SF426148680,08/08/2026 12:00:00 AM,810000,1159-071,Residential,-122.444768,37.777716,California,Active,08/08/2026 12:00:00 AM,Victorian,,1900,94115,,,,,3
1310 Fillmore Street,1,0,1,810,San Francisco,San Francisco,,11/22/2026 12:00:00 AM,0,,"Barbecue Area, Roof Deck, Dog Park",TRUE,987,1,,,799000,08/24/2026 12:00:00 AM,1.215,52938,0,SF426149864,08/24/2026 12:00:00 AM,799000,0732-063,Residential,-122.432037,37.782066,California,Active,08/24/2026 12:00:00 AM,,,2007,94115,509,,,,0
249 Shipley Street,1,1,1,892,San Francisco,San Francisco,,02/01/2027 12:00:00 AM,1,,,TRUE,,1,,,799000,01/31/2027 12:00:00 AM,0.128,5591,0,SF426151426,01/31/2027 12:00:00 AM,799000,3753-214,Residential,-122.40378,37.778891,California,Active,01/31/2027 12:00:00 AM,,"San Francisco, City Lights",1999,94107,8,,,,0
988 Harrison Street,2,0,2,0,San Francisco,San Francisco,42,07/08/2027 12:00:00 AM,0,,"Barbecue Area, Roof Deck",TRUE,589,0,,,799000,07/08/2026 12:00:00 AM,,0,0,SF426145603,07/08/2026 12:00:00 AM,799000,3753-148,Residential,-122.404119,37.777586,California,Active,07/08/2026 12:00:00 AM,"Contemporary, Modern/High Tech","City, Bay Bridge, San Francisco",2025,94107,HJ6,,,,0
2171 Mission Street,2,0,2,1009,San Francisco,San Francisco,9,11/11/2026 12:00:00 AM,0,,Other,TRUE,600,1,,,799000,08/10/2026 12:00:00 AM,0.117,5098,0,SF426144951,08/10/2026 12:00:00 AM,799000,3575-108,Residential,-122.419143,37.762267,California,Active,08/10/2026 12:00:00 AM,,,2000,94110,201,,,,0
1 Daniel Burnham Court,2,0,2,1131,San Francisco,San Francisco,44,12/31/2026 12:00:00 AM,0,,,TRUE,1903,0,,,799000,07/06/2026 12:00:00 AM,1.06,46157,0,SF426144365,07/06/2026 12:00:00 AM,875000,0690-085,Residential,-122.421906,37.786783,California,Active,07/06/2026 12:00:00 AM,Luxury,Downtown,1988,94109,412,,,,0
1075 Market Street,2,0,2,933,San Francisco,San Francisco,82,12/16/2026 12:00:00 AM,0,,"Roof Deck, Dog Park",TRUE,1109,0,,,799000,05/29/2026 12:00:00 AM,0.282,12286,0,SF426134515,05/29/2026 12:00:00 AM,825000,3703-287,Residential,-122.411752,37.780884,California,Active,05/29/2026 12:00:00 AM,,,2018,94103,412,,,,0
201 Sansome Street,1,0,1,658,San Francisco,San Francisco,,12/31/2026 12:00:00 AM,0,,"Recreation Room, Roof Deck",TRUE,1011,0,(415) 401-2085,,798000,08/19/2026 12:00:00 AM,0.135,5876,0,SF426155910,08/19/2026 12:00:00 AM,798000,0260-029,Residential,-122.401228,37.792231,California,Active,08/19/2026 12:00:00 AM,Luxury,"City, San Francisco, Downtown",1909,94104,401,,,,0
753 Burrows Street,1,0,2,818,San Francisco,San Francisco,40,12/18/2026 12:00:00 AM,0,,Garden/ Greenbelt/ Trails,TRUE,400,1,(415) 215-7822,,798000,07/10/2026 12:00:00 AM,0.811,35343,0,SF426146112,07/10/2026 12:00:00 AM,798000,5988-036,Residential,-122.410686,37.726995,California,Active,07/10/2026 12:00:00 AM,,"Hills, City",1986,94134,14,,,,0
601 Van Ness Avenue,2,0,3,1136,San Francisco,San Francisco,,12/31/2026 12:00:00 AM,0,,"Gym/ Exercise Facility, Pool, Racquetball, Sauna, Sauna/ Spa/ Hot Tub, Game Court - Indoor",TRUE,1550,0,,,795000,10/31/2026 12:00:00 AM,2.429,105806,0,SF426155466,10/31/2026 12:00:00 AM,795000,0762-068,Residential,-122.420831,37.781512,California,Active,10/31/2026 12:00:00 AM,,San Francisco,1982,94102,68,,,,0
321 Langton Street,2,0,1,994,San Francisco,San Francisco,7,10/31/2026 12:00:00 AM,1,,None,TRUE,442,0,(415) 642-1121,,789000,08/12/2026 12:00:00 AM,0.159,6944,0,SF426153650,08/12/2026 12:00:00 AM,789000,3780-102,Residential,-122.404743,37.773636,California,Active,08/12/2026 12:00:00 AM,,,1999,94103,9,,,,0
767 Bryant Street,2,0,1,919,San Francisco,San Francisco,28,10/13/2026 12:00:00 AM,0,,,TRUE,813,1,,,789000,07/22/2026 12:00:00 AM,0.252,10971,0,SF426145578,07/22/2026 12:00:00 AM,789000,3778-081,Residential,-122.401605,37.776375,California,Active,07/22/2026 12:00:00 AM,Contemporary,,2002,94107,404,,,,4
